sample_id,rms_acceleration_mps2,dominant_frequency_hz,peak_acceleration_mps2,vibration_hazard_label
SIM_VIB_04590,0.286,5.4376,0.95362,0
SIM_VIB_04591,0.14673,12.309,0.44228,0
SIM_VIB_04592,0.3305,9.0852,0.82803,0
SIM_VIB_04593,0.13253,9.2364,0.39826,0
SIM_VIB_04594,0.19034,10.4871,0.48512,0
SIM_VIB_04595,0.29035,11.5805,0.76768,0
SIM_VIB_04596,0.22524,6.3537,0.6961,0
SIM_VIB_04597,0.25678,8.1271,0.59669,0
SIM_VIB_04598,0.20942,6.867,0.65119,0
SIM_VIB_04599,0.7394,6.9916,1.65002,1
SIM_VIB_04600,0.26333,20.6691,0.79188,1
SIM_VIB_04601,0.15615,9.6669,0.52175,0
SIM_VIB_04602,1.18699,45.1171,3.02557,1
SIM_VIB_04603,0.65,38.8269,3.23625,1
SIM_VIB_04604,0.14612,8.3003,0.65659,0
SIM_VIB_04605,0.21122,8.0901,0.67528,0
SIM_VIB_04606,0.57363,32.8731,2.25947,1
SIM_VIB_04607,0.21555,8.6006,0.44905,0
SIM_VIB_04608,0.30393,9.041,0.85804,0
SIM_VIB_04609,0.25798,7.1534,0.71658,0
SIM_VIB_04610,0.99787,19.0177,2.91102,1
SIM_VIB_04611,0.18677,7.5333,0.57474,0
SIM_VIB_04612,0.18825,12.752,0.43064,0
SIM_VIB_04613,0.76624,54.8517,3.97959,1
SIM_VIB_04614,0.15113,10.472,0.46065,0
SIM_VIB_04615,0.20052,13.9566,0.55615,0
SIM_VIB_04616,0.28135,10.5737,0.86321,0
SIM_VIB_04617,0.25,23.4718,1.70807,1
SIM_VIB_04618,0.17584,9.0955,0.49925,0
SIM_VIB_04619,0.34136,9.8886,1.94675,1
SIM_VIB_04620,0.88842,41.1673,2.40283,1
SIM_VIB_04621,0.36269,16.7304,1.82048,1
SIM_VIB_04622,0.77435,20.9313,2.33304,1
SIM_VIB_04623,0.89064,18.2548,1.81654,1
SIM_VIB_04624,0.22807,3.6544,0.55056,0
SIM_VIB_04625,0.28366,11.6651,0.99867,0
SIM_VIB_04626,0.22576,10.2284,0.66247,0
SIM_VIB_04627,0.10849,12.9611,0.38605,0
SIM_VIB_04628,0.24532,4.8944,0.68573,0
SIM_VIB_04629,0.39034,9.344,1.01783,0
SIM_VIB_04630,1.55726,56.8517,4.64048,1
SIM_VIB_04631,0.59768,15.8948,1.69952,1
SIM_VIB_04632,0.27276,1.0,0.74575,0
SIM_VIB_04633,0.87019,18.0866,1.73619,1
SIM_VIB_04634,0.17968,5.9919,0.45159,0
SIM_VIB_04635,0.80362,31.4715,2.61773,1
SIM_VIB_04636,0.60566,20.5946,1.68917,1
SIM_VIB_04637,0.22739,9.9451,0.80352,0
SIM_VIB_04638,0.82797,31.2946,2.35305,1
SIM_VIB_04639,0.11495,5.5179,0.53485,0
SIM_VIB_04640,0.20727,1.6359,0.43821,0
SIM_VIB_04641,0.15178,5.8384,0.72054,0
SIM_VIB_04642,0.09041,9.1162,0.51351,0
SIM_VIB_04643,0.31419,14.4104,0.81857,0
SIM_VIB_04644,0.22323,9.6638,0.68446,0
SIM_VIB_04645,0.19895,7.8329,0.90869,0
SIM_VIB_04646,2.142,21.7467,6.82063,1
SIM_VIB_04647,0.82024,16.323,2.01706,1
SIM_VIB_04648,0.28159,15.4436,0.9882,0
SIM_VIB_04649,0.19457,4.775,0.49998,0
SIM_VIB_04650,0.23626,11.8405,0.84462,0
SIM_VIB_04651,0.90643,16.7235,1.90175,1
SIM_VIB_04652,0.15404,9.9494,0.81468,0
SIM_VIB_04653,0.70556,24.9655,2.10828,1
SIM_VIB_04654,0.74452,35.0538,1.81982,1
SIM_VIB_04655,0.24074,10.6627,0.51127,0
SIM_VIB_04656,1.41985,44.4671,3.37102,1
SIM_VIB_04657,0.19829,13.5255,0.67874,0
SIM_VIB_04658,0.07247,13.2365,0.64214,0
SIM_VIB_04659,0.15598,5.5992,0.69828,0
SIM_VIB_04660,0.15547,8.5197,0.46202,0
SIM_VIB_04661,0.92906,25.1678,3.97585,1
SIM_VIB_04662,0.11709,1.0,0.51419,0
SIM_VIB_04663,0.71926,12.8432,2.23984,1
SIM_VIB_04664,0.14882,6.732,0.48536,0
SIM_VIB_04665,0.24477,8.9691,0.60183,0
SIM_VIB_04666,0.03383,8.3392,0.62943,0
SIM_VIB_04667,1.87,51.0825,5.53616,1
SIM_VIB_04668,0.90642,17.6258,2.66792,1
SIM_VIB_04669,0.22247,9.6826,0.75095,0
SIM_VIB_04670,0.03,3.3095,0.90114,0
SIM_VIB_04671,0.16031,7.8381,0.58483,0
SIM_VIB_04672,0.63758,16.0181,2.05332,1
SIM_VIB_04673,0.13675,6.3265,0.62242,0
SIM_VIB_04674,0.58588,28.8297,1.91789,1
SIM_VIB_04675,0.94482,37.8776,3.17435,1
SIM_VIB_04676,0.03519,10.1338,0.29552,0
SIM_VIB_04677,0.78581,5.0,2.23898,1
SIM_VIB_04678,1.58911,24.0052,4.79764,1
SIM_VIB_04679,0.25,19.4397,1.80551,1
SIM_VIB_04680,0.20563,10.0128,0.58004,0
SIM_VIB_04681,0.23325,8.2356,0.61238,0
SIM_VIB_04682,0.28971,14.6924,0.90425,0
SIM_VIB_04683,2.16053,47.5513,4.65558,1
SIM_VIB_04684,2.04074,50.1912,5.15546,1
SIM_VIB_04685,1.01719,21.986,3.43939,1
SIM_VIB_04686,0.78812,24.9376,2.41703,1
SIM_VIB_04687,1.73523,40.5482,3.76631,1
SIM_VIB_04688,0.19754,2.1676,0.60443,0
SIM_VIB_04689,0.15804,6.7408,0.73917,0
SIM_VIB_04690,1.75956,31.43,4.3973,1
SIM_VIB_04691,0.72199,19.4186,2.18283,1
SIM_VIB_04692,0.76515,19.7971,2.08357,1
SIM_VIB_04693,0.31242,9.2724,1.12024,0
SIM_VIB_04694,0.30022,6.072,1.05139,0
SIM_VIB_04695,0.95786,20.6784,2.96913,1
SIM_VIB_04696,0.25422,6.9135,0.75723,0
SIM_VIB_04697,1.48006,21.2778,3.90522,1
SIM_VIB_04698,0.61213,17.2838,2.13885,1
SIM_VIB_04699,0.62829,17.2287,1.67279,1
SIM_VIB_04700,0.17854,5.9778,0.80492,0
SIM_VIB_04701,0.19877,11.8793,0.85917,0
SIM_VIB_04702,1.62525,30.8683,5.38677,1
SIM_VIB_04703,0.27991,4.4148,0.79722,0
SIM_VIB_04704,0.80729,27.928,3.62288,1
SIM_VIB_04705,0.31122,19.8422,0.97582,0
SIM_VIB_04706,0.6219,10.3302,1.81181,1
SIM_VIB_04707,0.26548,10.7397,0.7415,0
SIM_VIB_04708,0.36283,9.2915,1.12632,0
SIM_VIB_04709,0.25569,3.6244,0.59537,0
SIM_VIB_04710,0.65477,22.0761,1.64657,1
SIM_VIB_04711,1.00462,45.4983,4.07776,1
SIM_VIB_04712,0.28807,16.1629,0.76425,0
SIM_VIB_04713,0.54378,7.3061,1.47001,1
SIM_VIB_04714,0.46651,24.6155,1.37857,1
SIM_VIB_04715,0.7416,28.0955,1.54569,1
SIM_VIB_04716,0.29522,4.5737,0.7836,0
SIM_VIB_04717,0.08537,9.0595,0.45903,0
SIM_VIB_04718,0.32216,9.7499,0.71543,0
SIM_VIB_04719,1.2339,35.0634,3.74692,1
SIM_VIB_04720,0.26441,9.6092,0.60685,0
SIM_VIB_04721,0.18604,6.9582,0.69194,0
SIM_VIB_04722,0.1811,12.0311,0.601,0
SIM_VIB_04723,0.33466,12.4425,0.72374,0
SIM_VIB_04724,0.51337,15.0511,1.17148,1
SIM_VIB_04725,0.54006,9.2219,1.46969,1
SIM_VIB_04726,0.16959,16.6945,0.48489,0
SIM_VIB_04727,0.22092,8.2015,0.74915,0
SIM_VIB_04728,0.31703,13.584,0.96863,0
SIM_VIB_04729,1.04415,5.0,3.16136,1
SIM_VIB_04730,0.27652,13.8859,0.57567,0
SIM_VIB_04731,0.70861,29.3206,1.6472,1
SIM_VIB_04732,0.54494,21.221,1.55867,1
SIM_VIB_04733,0.24161,11.1452,0.72815,0
SIM_VIB_04734,1.23345,28.9134,3.85563,1
SIM_VIB_04735,0.15425,8.9132,0.63766,0
SIM_VIB_04736,0.23466,7.6824,0.59877,0
SIM_VIB_04737,0.22494,5.8754,0.74674,0
SIM_VIB_04738,0.17178,9.0295,0.36644,0
SIM_VIB_04739,1.75626,24.1316,4.62356,1
SIM_VIB_04740,0.30528,6.0923,0.8678,0
SIM_VIB_04741,0.76043,22.5237,2.40884,1
SIM_VIB_04742,0.14573,10.8223,0.68571,0
SIM_VIB_04743,0.26081,11.6909,0.61415,0
SIM_VIB_04744,0.9603,29.5817,2.30344,1
SIM_VIB_04745,0.3199,10.5598,1.06626,0
SIM_VIB_04746,1.24024,37.6885,5.01916,1
SIM_VIB_04747,0.87415,20.1038,2.65285,1
SIM_VIB_04748,0.60251,15.9832,1.65554,1
SIM_VIB_04749,1.48791,55.1067,4.03979,1
SIM_VIB_04750,0.15272,6.8621,0.32792,0
SIM_VIB_04751,0.2174,4.0302,0.46612,0
SIM_VIB_04752,1.55014,17.4303,4.45893,1
SIM_VIB_04753,0.30199,14.404,0.95691,0
SIM_VIB_04754,0.03,8.4957,0.61914,0
SIM_VIB_04755,0.22555,11.2884,0.57753,0
SIM_VIB_04756,0.26304,7.6259,0.59704,0
SIM_VIB_04757,0.41019,9.6059,1.74699,1
SIM_VIB_04758,0.67197,58.9467,4.35627,1
SIM_VIB_04759,0.22452,7.6874,0.83135,0
SIM_VIB_04760,0.82632,19.692,2.55162,1
SIM_VIB_04761,0.81111,24.9103,1.68303,1
SIM_VIB_04762,0.28095,14.4153,0.84244,0
SIM_VIB_04763,1.15084,25.5552,2.3757,1
SIM_VIB_04764,1.58415,46.1678,3.30423,1
SIM_VIB_04765,0.27946,2.7766,0.8749,0
SIM_VIB_04766,0.25743,5.4156,0.48199,0
SIM_VIB_04767,0.73064,19.8225,1.99371,1
SIM_VIB_04768,0.22414,10.2696,0.55358,0
SIM_VIB_04769,0.23139,3.5559,0.43412,0
SIM_VIB_04770,1.24099,65.6358,3.29516,1
SIM_VIB_04771,1.83752,23.6222,4.04485,1
SIM_VIB_04772,0.14396,9.0494,0.5597,0
SIM_VIB_04773,0.14104,13.6195,0.29097,0
SIM_VIB_04774,0.21724,2.4168,0.47225,0
SIM_VIB_04775,0.24629,8.3953,0.67185,0
SIM_VIB_04776,0.12202,3.279,0.39767,0
SIM_VIB_04777,0.25262,10.4215,0.86813,0
SIM_VIB_04778,0.05325,9.2824,0.47207,0
SIM_VIB_04779,0.0916,8.2782,0.48634,0
SIM_VIB_04780,0.19991,17.425,0.47705,0
SIM_VIB_04781,0.04822,11.3126,0.68202,0
SIM_VIB_04782,0.67648,22.9087,1.92293,1
SIM_VIB_04783,0.30306,9.5468,0.60835,0
SIM_VIB_04784,0.52262,30.4881,1.74668,1
SIM_VIB_04785,0.23463,4.1939,0.75998,0
SIM_VIB_04786,0.35949,2.1756,0.99167,0
SIM_VIB_04787,0.14151,1.9515,0.24711,0
SIM_VIB_04788,0.79939,38.2429,1.80146,1
SIM_VIB_04789,0.28606,5.2315,0.8822,0
SIM_VIB_04790,0.44898,10.9577,2.1726,1
SIM_VIB_04791,0.33207,13.0513,1.07579,0
SIM_VIB_04792,0.25632,1.0,0.79396,0
SIM_VIB_04793,0.09064,16.3858,0.46865,0
SIM_VIB_04794,0.73451,24.9566,2.13477,1
SIM_VIB_04795,0.13307,10.1025,0.46142,0
SIM_VIB_04796,1.07386,18.1955,4.20691,1
SIM_VIB_04797,1.64779,43.2596,4.43573,1
SIM_VIB_04798,0.20256,4.6043,0.58892,0
SIM_VIB_04799,0.69365,48.7218,3.67587,1
SIM_VIB_04800,0.16973,5.4975,0.31937,0
SIM_VIB_04801,1.25448,45.4317,3.93316,1
SIM_VIB_04802,0.10624,11.9776,0.65696,0
SIM_VIB_04803,0.69236,19.9145,1.8285,1
SIM_VIB_04804,0.47185,25.4108,1.90064,1
SIM_VIB_04805,1.64142,24.6391,5.33221,1
SIM_VIB_04806,0.18987,6.2043,0.80745,0
SIM_VIB_04807,0.1325,11.7136,0.55569,0
SIM_VIB_04808,0.21311,11.1885,0.53205,0
SIM_VIB_04809,0.90294,22.0215,1.99813,1
SIM_VIB_04810,0.03,6.948,0.4795,0
SIM_VIB_04811,0.29899,9.3652,0.84902,0
SIM_VIB_04812,0.37527,11.0893,0.96924,0
SIM_VIB_04813,0.93879,8.2696,2.99226,1
SIM_VIB_04814,0.52349,23.4023,1.39202,1
SIM_VIB_04815,0.43374,7.1846,0.90136,0
SIM_VIB_04816,0.20279,5.8976,0.5368,0
SIM_VIB_04817,0.22096,12.5026,0.73929,0
SIM_VIB_04818,0.51116,12.6296,1.3159,1
SIM_VIB_04819,0.31602,5.1328,0.97645,0
SIM_VIB_04820,0.12703,3.3131,0.62663,0
SIM_VIB_04821,0.77612,32.2252,1.66794,1
SIM_VIB_04822,0.28708,8.7398,0.90823,0
SIM_VIB_04823,0.39495,40.0909,1.6588,1
SIM_VIB_04824,0.66058,33.0431,1.20051,1
SIM_VIB_04825,0.26916,8.4541,0.84759,0
SIM_VIB_04826,1.34089,25.9716,3.82107,1
SIM_VIB_04827,0.28437,11.0019,0.66246,0
SIM_VIB_04828,1.75321,64.8204,3.96875,1
SIM_VIB_04829,0.63363,25.5198,1.1558,1
SIM_VIB_04830,1.29986,44.6638,3.04251,1
SIM_VIB_04831,0.26402,4.7329,0.9052,0
SIM_VIB_04832,0.17951,11.5217,0.4891,0
SIM_VIB_04833,0.21464,3.313,0.55917,0
SIM_VIB_04834,0.28523,9.8753,0.80904,0
SIM_VIB_04835,1.96153,39.0071,5.55137,1
SIM_VIB_04836,0.83554,27.7066,1.52939,1
SIM_VIB_04837,0.12978,11.1153,0.60447,0
SIM_VIB_04838,0.30384,16.0912,0.70769,0
SIM_VIB_04839,0.1148,11.503,0.66116,0
SIM_VIB_04840,1.59594,44.642,4.98698,1
SIM_VIB_04841,0.18237,11.4932,0.56929,0
SIM_VIB_04842,0.69325,19.7045,1.61825,1
SIM_VIB_04843,0.27634,16.0435,0.66213,0
SIM_VIB_04844,0.3057,1.0,0.70371,0
SIM_VIB_04845,0.26507,6.4457,0.69103,0
SIM_VIB_04846,0.66254,17.353,1.74209,1
SIM_VIB_04847,0.19749,7.2488,0.73588,0
SIM_VIB_04848,0.24687,1.0,0.85417,0
SIM_VIB_04849,0.26432,12.7655,0.74342,0
SIM_VIB_04850,0.14448,11.2656,0.34754,0
SIM_VIB_04851,1.542,36.6145,5.04461,1
SIM_VIB_04852,0.18204,8.1377,0.86127,0
SIM_VIB_04853,0.11761,8.4511,0.29379,0
SIM_VIB_04854,1.30313,39.442,4.33306,1
SIM_VIB_04855,0.21666,13.9588,0.71503,0
SIM_VIB_04856,0.18228,9.2246,0.51988,0
SIM_VIB_04857,1.18865,45.267,2.67427,1
SIM_VIB_04858,0.72709,28.4058,1.51658,1
SIM_VIB_04859,1.77174,46.3026,5.90055,1
SIM_VIB_04860,0.24086,8.0235,0.5693,0
SIM_VIB_04861,0.23295,6.8705,0.55276,0
SIM_VIB_04862,0.14679,12.3987,0.5034,0
SIM_VIB_04863,0.17913,4.1479,0.49446,0
SIM_VIB_04864,0.03754,3.0174,0.29203,0
SIM_VIB_04865,0.25614,6.2898,0.74465,0
SIM_VIB_04866,1.26769,54.1006,4.63056,1
SIM_VIB_04867,0.23106,4.852,0.71168,0
SIM_VIB_04868,0.18138,7.1664,0.49514,0
SIM_VIB_04869,0.27633,9.1999,0.85208,0
SIM_VIB_04870,0.22563,8.4647,0.67217,0
SIM_VIB_04871,0.7776,34.4682,2.08372,1
SIM_VIB_04872,0.45618,15.8867,1.58113,1
SIM_VIB_04873,0.31019,9.0868,0.8918,0
SIM_VIB_04874,0.24435,7.7826,0.46241,0
SIM_VIB_04875,0.89761,39.536,1.57677,1
SIM_VIB_04876,0.99682,9.0677,2.04756,1
SIM_VIB_04877,0.18329,8.4784,0.56778,0
SIM_VIB_04878,0.19273,9.3139,0.57597,0
SIM_VIB_04879,0.19953,1.0,0.60036,0
SIM_VIB_04880,1.77876,37.8752,4.47279,1
SIM_VIB_04881,0.26838,13.4713,0.64198,0
SIM_VIB_04882,0.12878,11.2011,0.56566,0
SIM_VIB_04883,0.62745,12.3301,1.71553,1
SIM_VIB_04884,1.44724,12.0,4.14335,1
SIM_VIB_04885,2.02806,33.2874,4.13609,1
SIM_VIB_04886,0.24906,7.6299,0.76978,0
SIM_VIB_04887,0.56844,11.4728,1.78108,1
SIM_VIB_04888,0.25126,9.2631,0.61457,0
SIM_VIB_04889,0.35985,6.9937,1.00816,1
SIM_VIB_04890,0.75117,20.0284,1.89646,1
SIM_VIB_04891,0.77678,11.9939,1.70666,1
SIM_VIB_04892,1.80713,64.2853,3.99926,1
SIM_VIB_04893,1.73021,31.3346,4.76058,1
SIM_VIB_04894,0.72533,21.9958,1.396,1
SIM_VIB_04895,1.63753,39.0831,5.31605,1
SIM_VIB_04896,1.32685,48.1652,3.28845,1
SIM_VIB_04897,0.67762,18.6045,1.29442,1
SIM_VIB_04898,0.15647,6.512,0.50795,0
SIM_VIB_04899,2.24166,38.4006,5.40944,1
SIM_VIB_04900,0.89441,52.4543,3.05729,1
SIM_VIB_04901,0.1769,14.5315,0.64176,0
SIM_VIB_04902,1.02376,58.6357,3.01551,1
SIM_VIB_04903,0.60815,17.4322,1.86526,1
SIM_VIB_04904,0.25582,10.3793,0.57779,0
SIM_VIB_04905,0.3326,6.005,1.05664,0
SIM_VIB_04906,0.29012,15.9257,0.96366,0
SIM_VIB_04907,0.27087,11.2792,0.7072,0
SIM_VIB_04908,0.24418,14.0591,0.41367,0
SIM_VIB_04909,0.75199,17.6283,1.55515,1
SIM_VIB_04910,0.96485,15.7473,2.69267,1
SIM_VIB_04911,0.25801,6.0984,0.51804,0
SIM_VIB_04912,0.69823,67.382,3.15432,1
SIM_VIB_04913,0.13411,9.6549,0.57974,0
SIM_VIB_04914,0.21201,10.3558,0.70788,0
SIM_VIB_04915,0.16606,3.6864,0.66124,0
SIM_VIB_04916,0.22428,9.5622,0.75687,0
SIM_VIB_04917,0.29555,10.9528,0.73445,0
SIM_VIB_04918,0.049,11.3574,0.42595,0
SIM_VIB_04919,0.27063,12.8796,0.6189,0
SIM_VIB_04920,0.24191,2.5245,0.64508,0
SIM_VIB_04921,1.1272,18.5256,3.24065,1
SIM_VIB_04922,0.24425,18.5895,0.58133,0
SIM_VIB_04923,0.19735,4.033,0.8036,0
SIM_VIB_04924,0.24815,7.3067,0.91984,0
SIM_VIB_04925,1.48108,49.5367,4.34829,1
SIM_VIB_04926,0.21698,12.9895,0.38206,0
SIM_VIB_04927,0.16979,17.4803,0.40738,0
SIM_VIB_04928,0.18466,7.3877,0.52856,0
SIM_VIB_04929,1.30043,61.4664,3.80277,1
SIM_VIB_04930,0.33706,9.9138,1.02085,0
SIM_VIB_04931,1.20419,14.3609,2.77434,1
SIM_VIB_04932,0.03,14.6447,0.51963,0
SIM_VIB_04933,0.82413,22.4212,2.22868,1
SIM_VIB_04934,0.20506,9.5918,0.33755,0
SIM_VIB_04935,0.12643,14.7573,0.30715,0
SIM_VIB_04936,0.21059,3.438,0.62344,0
SIM_VIB_04937,0.2037,8.2576,0.5738,0
SIM_VIB_04938,0.24995,7.8191,0.53222,0
SIM_VIB_04939,0.28149,8.0768,0.5278,0
SIM_VIB_04940,1.70049,57.1151,4.18216,1
SIM_VIB_04941,0.38087,6.0881,1.03399,0
SIM_VIB_04942,1.33435,38.813,3.82388,1
SIM_VIB_04943,0.27918,3.621,0.67702,0
SIM_VIB_04944,0.29999,11.068,0.65682,0
SIM_VIB_04945,0.27996,21.8326,0.57478,0
SIM_VIB_04946,0.05494,8.7977,0.85753,0
SIM_VIB_04947,0.16975,8.3406,0.31396,0
SIM_VIB_04948,0.91307,25.0116,2.24212,1
SIM_VIB_04949,0.19257,7.1902,0.54267,0
SIM_VIB_04950,1.55939,41.9802,4.29825,1
SIM_VIB_04951,1.35503,53.5671,2.93092,1
SIM_VIB_04952,0.24271,5.0824,0.58993,0
SIM_VIB_04953,0.64606,38.5421,2.20739,1
SIM_VIB_04954,0.22502,8.9684,0.46739,0
SIM_VIB_04955,0.26629,5.2458,0.63796,0
SIM_VIB_04956,0.2513,5.3073,0.74593,0
SIM_VIB_04957,1.4799,46.8239,3.31693,1
SIM_VIB_04958,0.20083,8.5093,0.62664,0
SIM_VIB_04959,0.08501,14.1312,0.30966,0
SIM_VIB_04960,0.81756,28.277,2.73626,1
SIM_VIB_04961,0.72906,23.2412,2.35129,1
SIM_VIB_04962,0.25373,7.3209,0.63952,0
SIM_VIB_04963,0.20093,9.7052,0.58873,0
SIM_VIB_04964,0.59594,30.5211,1.15414,1
SIM_VIB_04965,2.30924,45.2143,4.95113,1
SIM_VIB_04966,0.26925,7.4028,0.82821,0
SIM_VIB_04967,0.97889,40.6771,2.76373,1
SIM_VIB_04968,0.23947,10.3268,0.76729,0
SIM_VIB_04969,0.21991,10.6539,0.46515,0
SIM_VIB_04970,0.23258,10.9446,0.67823,0
SIM_VIB_04971,0.78469,28.8863,1.7104,1
SIM_VIB_04972,0.3035,14.0984,0.76671,0
SIM_VIB_04973,0.20749,14.0215,0.60059,0
SIM_VIB_04974,0.29541,10.9189,0.91485,0
SIM_VIB_04975,0.44139,4.5137,1.15818,0
SIM_VIB_04976,0.08212,12.9798,0.49486,0
SIM_VIB_04977,0.38614,8.5497,1.27097,0
SIM_VIB_04978,0.25603,1.0,0.56133,0
SIM_VIB_04979,0.24295,11.2166,0.73836,0
SIM_VIB_04980,0.30647,7.7564,0.90651,0
SIM_VIB_04981,0.32829,9.0207,0.65579,0
SIM_VIB_04982,0.22954,8.4485,0.68637,0
SIM_VIB_04983,0.16197,8.0613,0.54721,0
SIM_VIB_04984,0.12864,7.0763,0.39433,0
SIM_VIB_04985,0.27895,1.0,0.57554,0
SIM_VIB_04986,0.25362,8.9427,0.49244,0
SIM_VIB_04987,0.32825,8.8799,1.01649,0
SIM_VIB_04988,1.24764,44.5027,3.44375,1
SIM_VIB_04989,0.20113,12.4583,0.5222,0
SIM_VIB_04990,0.23881,13.7621,0.69056,0
SIM_VIB_04991,0.53508,23.5449,1.29899,1
SIM_VIB_04992,0.27852,10.2987,0.7072,0
SIM_VIB_04993,0.37796,5.0,2.08582,1
SIM_VIB_04994,0.37731,25.6616,1.39389,1
SIM_VIB_04995,0.21268,6.1351,0.7529,0
SIM_VIB_04996,0.6595,38.9474,1.98317,1
SIM_VIB_04997,1.3755,38.3784,4.77982,1
SIM_VIB_04998,0.18391,10.6921,0.59934,0
SIM_VIB_04999,0.20627,6.0498,0.34279,0
SIM_VIB_05000,0.14007,7.2299,0.45185,0
SIM_VIB_05001,0.21402,9.3129,0.69497,0
SIM_VIB_05002,0.36355,9.9603,0.83592,0
SIM_VIB_05003,0.27809,13.5064,0.51799,0
SIM_VIB_05004,0.81235,24.1659,1.78073,1
SIM_VIB_05005,0.44721,5.0,1.3621,1
SIM_VIB_05006,0.17431,8.2474,0.46713,0
SIM_VIB_05007,0.70539,21.8682,1.61244,1
SIM_VIB_05008,0.1012,10.1248,0.49361,0
SIM_VIB_05009,0.30193,8.4397,0.8137,0
SIM_VIB_05010,0.20491,1.0,0.5352,0
SIM_VIB_05011,0.28553,8.3668,0.66245,0
SIM_VIB_05012,0.23991,10.809,0.61707,0
SIM_VIB_05013,0.21518,12.5427,0.49656,0
SIM_VIB_05014,1.51541,38.7409,5.09048,1
SIM_VIB_05015,0.85952,19.8354,2.20153,1
SIM_VIB_05016,0.16535,7.7367,0.36124,0
SIM_VIB_05017,0.23268,11.4434,0.36599,0
SIM_VIB_05018,0.15098,10.8049,0.99862,0
SIM_VIB_05019,0.76692,21.9776,1.63796,1
SIM_VIB_05020,0.26524,13.7873,0.6722,0
SIM_VIB_05021,1.21128,36.8018,4.1003,1
SIM_VIB_05022,0.27794,16.1425,0.54657,0
SIM_VIB_05023,0.43946,15.0179,1.05375,1
SIM_VIB_05024,1.85813,32.1751,5.84832,1
SIM_VIB_05025,0.092,11.3642,0.31081,0
SIM_VIB_05026,0.08187,10.3468,0.59044,0
SIM_VIB_05027,0.24872,10.1464,0.6325,0
SIM_VIB_05028,1.29873,46.6755,4.33167,1
SIM_VIB_05029,0.31659,8.0493,1.11867,0
SIM_VIB_05030,0.34489,9.0753,0.69663,0
SIM_VIB_05031,0.40621,10.1844,1.26704,0
SIM_VIB_05032,0.18241,9.6845,0.51392,0
SIM_VIB_05033,0.34664,11.0899,1.7602,1
SIM_VIB_05034,2.11247,38.7041,6.17481,1
SIM_VIB_05035,2.05521,44.5026,5.5751,1
SIM_VIB_05036,0.67898,32.6762,1.89041,1
SIM_VIB_05037,0.19501,2.3953,0.74641,0
SIM_VIB_05038,0.24816,10.1495,0.91422,0
SIM_VIB_05039,1.03621,14.616,2.54879,1
SIM_VIB_05040,0.12301,4.8153,0.70055,0
SIM_VIB_05041,1.88681,47.8772,5.09345,1
SIM_VIB_05042,0.23475,7.1872,0.67143,0
SIM_VIB_05043,0.22703,10.8446,0.57957,0
SIM_VIB_05044,1.5478,47.4705,5.16809,1
SIM_VIB_05045,1.93874,42.0397,5.77574,1
SIM_VIB_05046,0.26036,7.42,0.56511,0
SIM_VIB_05047,0.25512,7.9423,0.56476,0
SIM_VIB_05048,0.28259,10.2923,0.68033,0
SIM_VIB_05049,0.15918,11.4062,0.32407,0
SIM_VIB_05050,0.83358,16.6382,2.8029,1
SIM_VIB_05051,0.10424,10.5155,0.63055,0
SIM_VIB_05052,0.10116,10.3668,0.50898,0
SIM_VIB_05053,0.256,11.3612,0.64101,0
SIM_VIB_05054,0.20095,4.1413,0.61615,0
SIM_VIB_05055,1.39471,50.8459,3.26172,1
SIM_VIB_05056,0.24357,11.3393,0.48043,0
SIM_VIB_05057,0.66783,26.3836,2.15566,1
SIM_VIB_05058,0.2282,13.3424,0.49838,0
SIM_VIB_05059,0.43703,6.5765,2.42179,1
SIM_VIB_05060,0.26521,10.6093,0.60642,0
SIM_VIB_05061,0.7112,16.4793,2.11716,1
SIM_VIB_05062,0.30203,14.7022,0.65545,0
SIM_VIB_05063,0.14991,13.0256,0.60331,0
SIM_VIB_05064,0.21896,5.174,0.60992,0
SIM_VIB_05065,0.7411,18.5767,2.48962,1
SIM_VIB_05066,0.83754,5.0,2.67193,1
SIM_VIB_05067,1.38096,41.7589,4.70085,1
SIM_VIB_05068,0.58279,24.8269,1.43707,1
SIM_VIB_05069,0.93154,28.726,2.33143,1
SIM_VIB_05070,0.61917,30.059,2.52719,1
SIM_VIB_05071,0.22724,7.6838,0.62273,0
SIM_VIB_05072,0.10027,9.4659,0.32579,0
SIM_VIB_05073,1.95996,32.1565,5.89819,1
SIM_VIB_05074,0.03443,8.5522,0.43859,0
SIM_VIB_05075,0.17732,7.9652,0.59709,0
SIM_VIB_05076,0.47431,10.697,1.50182,0
SIM_VIB_05077,0.82053,37.3149,2.69241,1
SIM_VIB_05078,0.92063,34.2757,3.03449,1
SIM_VIB_05079,0.21134,5.7942,0.70539,0
SIM_VIB_05080,0.11197,14.0843,0.71637,0
SIM_VIB_05081,0.22175,10.7798,0.52894,0
SIM_VIB_05082,0.20864,8.8922,0.69253,0
SIM_VIB_05083,0.29525,14.8327,0.87052,0
SIM_VIB_05084,0.58823,31.3042,2.15201,1
SIM_VIB_05085,0.37498,8.7009,1.21162,0
SIM_VIB_05086,0.11583,12.2244,0.3396,0
SIM_VIB_05087,0.06954,2.0447,0.68095,0
SIM_VIB_05088,0.15418,8.4444,0.42966,0
SIM_VIB_05089,0.937,17.3392,2.71477,1
